,DICE,POST_DICE,HD95,POST_HD95,MAD,POST_MAD,InferenceTime
0,0.94356369972229,0.9677976369857788,15.297058540778355,1.7320508075688772,2.3521584891376754,0.5178529168739349,0.5178529168739349
1,0.8825576901435852,0.886843204498291,31.208973068654473,26.94438717061496,8.58226384388893,6.122551858088778,6.122551858088778
2,0.9664891362190247,0.9664891362190247,2.23606797749979,2.23606797749979,0.5073877085078354,0.5073877085078354,0.5073877085078354
3,0.9519672393798828,0.9602517485618591,26.870057685088806,2.8284271247461903,4.541873363474535,0.7938771294031959,0.7938771294031959
4,0.9683053493499756,0.9683107137680054,1.4142135623730951,1.4142135623730951,0.5052888249435075,0.4973599906710784,0.4973599906710784
5,0.9555907845497131,0.9616062045097351,37.960505792204614,2.23606797749979,3.3989212367577486,0.6507922805179037,0.6507922805179037
6,0.8996121883392334,0.9011990427970886,30.761985623715418,31.06122835045289,5.192940314332831,4.963702293206823,4.963702293206823
7,0.9611244201660156,0.9659907817840576,24.06241883103193,1.7320508075688772,3.7320810188045423,0.5826378021066245,0.5826378021066245
8,0.8724491000175476,0.9618011713027954,41.72529209005013,2.0,10.069469670913291,0.5655957469858126,0.5655957469858126
9,0.9109832048416138,0.961581826210022,85.49853799919622,2.449489742783178,12.898541031077835,0.6458286281158974,0.6458286281158974
10,0.9554715752601624,0.955475389957428,2.23606797749979,2.23606797749979,0.6006972893489556,0.6000025041679392,0.6000025041679392
11,0.9140897989273071,0.9677735567092896,26.420635552523738,1.4142135623730951,5.246897972061253,0.549611629246799,0.549611629246799
12,0.898564338684082,0.9648748636245728,50.225491298882005,2.0,14.898552235108236,0.6483237099904992,0.6483237099904992
13,0.9551892280578613,0.9551968574523926,2.0,2.0,0.6684429337276458,0.6618739747807738,0.6618739747807738
14,0.965143620967865,0.9651461839675903,1.7320508075688772,1.7320508075688772,0.534978500354385,0.5325006703086661,0.5325006703086661
15,0.9321302771568298,0.9466370344161987,34.72751070837067,2.23606797749979,5.263159955595396,0.6821031291954914,0.6821031291954914
16,0.9584429264068604,0.9592955708503723,2.23606797749979,2.23606797749979,0.7885788344222263,0.655607388234422,0.655607388234422
17,0.9450641870498657,0.9462190270423889,2.449489742783178,2.449489742783178,1.3459656731387764,0.8053234714534787,0.8053234714534787
18,0.9018436670303345,0.9608492255210876,33.555923471125034,2.23606797749979,7.4344399153981415,0.7307532066348151,0.7307532066348151
19,0.953883707523346,0.9539308547973633,2.449489742783178,2.449489742783178,0.6802101690175448,0.6677985653837736,0.6677985653837736
20,0.9661230444908142,0.9686983227729797,1.4142135623730951,1.4142135623730951,1.201422906337855,0.496993200524384,0.496993200524384
21,0.9604459404945374,0.9657130837440491,2.0,1.4142135623730951,1.8904597089512738,0.496367143907795,0.496367143907795
22,0.964782178401947,0.9648267030715942,2.23606797749979,2.23606797749979,0.5690500782796337,0.5474710910080873,0.5474710910080873
23,0.9605175852775574,0.9605175852775574,2.449489742783178,2.449489742783178,0.6765389181544763,0.6765389181544763,0.6765389181544763
24,0.9172154068946838,0.9328321218490601,38.3275357934736,2.449489742783178,3.948352863111301,0.648303302471739,0.648303302471739
25,0.9547187685966492,0.9607834219932556,40.311288741492746,2.0,5.744005422982897,0.6268793002430784,0.6268793002430784
26,0.9631407856941223,0.9648606777191162,1.4142135623730951,1.4142135623730951,1.6634131977764748,0.5062681372089912,0.5062681372089912
27,0.9548375010490417,0.9548674821853638,2.23606797749979,2.23606797749979,0.7595005225193158,0.7582916520404195,0.7582916520404195
28,0.9488899111747742,0.9624311923980713,39.11585346430647,2.0,3.954384681624255,0.5889545555796989,0.5889545555796989
29,0.9765082001686096,0.9769476056098938,1.4142135623730951,1.4142135623730951,0.6642482428920591,0.40447974988004204,0.40447974988004204
30,0.9664358496665955,0.9674073457717896,1.7320508075688772,1.7320508075688772,1.521592220980005,0.5329567645880245,0.5329567645880245
31,0.9482807517051697,0.9604007005691528,24.351591323771842,1.4142135623730951,2.8467385294172654,0.5174273905367309,0.5174273905367309
32,0.9621586203575134,0.9621586203575134,2.23606797749979,2.23606797749979,0.6867442578717727,0.6867442578717727,0.6867442578717727
33,0.9622488021850586,0.9623749852180481,2.0,2.0,0.7290885702477804,0.6259972016721229,0.6259972016721229
34,0.9728451371192932,0.9728451371192932,1.7320508075688772,1.7320508075688772,0.5633214471229168,0.5633214471229168,0.5633214471229168
35,0.9521945118904114,0.9550623893737793,13.152946437965905,3.0,1.9374507590984573,0.6459936453138535,0.6459936453138535
36,0.965869128704071,0.9668922424316406,1.4142135623730951,1.4142135623730951,1.4894931411716144,0.4679419709900169,0.4679419709900169
37,0.962220311164856,0.9627405405044556,2.23606797749979,2.23606797749979,0.8742182267939576,0.5433604067469966,0.5433604067469966
38,0.9680043458938599,0.9680043458938599,1.7320508075688772,1.7320508075688772,0.5957576373935851,0.5957576373935851,0.5957576373935851
39,0.9325320720672607,0.939363420009613,79.8144723159411,3.1622776601683795,7.576480179361542,0.9515585047439066,0.9515585047439066
40,0.9421219825744629,0.9422035813331604,2.449489742783178,2.449489742783178,0.8534439308768542,0.779233328755964,0.779233328755964
41,0.9365543127059937,0.9455980062484741,39.370039370059054,2.8284271247461903,4.3646429110542515,0.8826367870797042,0.8826367870797042
42,0.9532393217086792,0.9532393217086792,2.449489742783178,2.449489742783178,0.6510808336259662,0.6510808336259662,0.6510808336259662
